"domain","phylum","class","order","family","genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Euglenozoa",NA,NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa",NA,NA,NA,NA
"Eukaryota","Euglenozoa","Euglenida","Heteronematina","Heteronematina_fa",NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida",NA,NA,NA
"Eukaryota","Euglenozoa","Euglenida",NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida",NA,NA,NA
"Eukaryota","Euglenozoa","Euglenida","Heteronematina","Heteronematina_fa","Petalomonas","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadales","Petalomonas",NA
"Eukaryota","Euglenozoa","Kinetoplastea","Kinetoplastea_or","Kinetoplastea_fa","Ichthyobodo","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Prokinetoplastidae","Ichthyobodo",NA
"Eukaryota","Euglenozoa","Diplonemea","Diplonemea_or","Diplonemea_fa",NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea",NA,NA,NA
"Eukaryota","Euglenozoa","Diplonemea","Diplonemea_or","Diplonemea_fa","Diplonema","Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea","Diplonemida","Diplonema",NA
"Eukaryota","Euglenozoa","Diplonemea","Diplonemea_or","Diplonemea_fa","Rhynchopus","Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea","Diplonemea_X","Rhynchopus",NA
"Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","Neobodonida_fa",NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","Neobodonida_fa","Neobodo","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Neobodonid","Neobodo",NA
"Eukaryota","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatida_fa",NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Euglenozoa","Kinetoplastea","Eubodonida","Eubodonida_fa","Bodo","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Bodonidae","Bodo",NA
"Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","Neobodonida_fa","Rhynchomonas","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida","Neobodonid","Rhynchomonas",NA
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae",NA,"Archaea",NA,NA,NA,NA,NA,NA,NA
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","Archaea",NA,NA,NA,NA,NA,NA,NA
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus","Archaea",NA,NA,NA,NA,NA,NA,NA
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosotenuis","Archaea",NA,NA,NA,NA,NA,NA,NA
